event.uuid,event.classification,event.tlp,event.special_france,event.title.desensitized,event.reliability,event.description,event.date,event.apts,event.metadata,signature.uuid,signature.type,signature.description,signature.value,signature_component.uuid,signature_component.tlp,signature_component.type,signature_component.reliability,signature_component.metadata,signature_component.value,signature_component.description
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",e63dbf73-7e56-468a-a702-cdb01990440d,comment,,01/08/2020,e63dbf73-7e56-468a-a702-cdb01990440d,white,comment,Bonne,"cossi:relevantTimespan=""from""",01/08/2020,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",e3f3284a-e6fa-4020-9a45-44f31f828deb,domain-ip,,,ff92d0f2-28cc-4277-bb6d-1cdc5c2f7315,white,datetime,Bonne,,01/10/2020,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",e3f3284a-e6fa-4020-9a45-44f31f828deb,domain-ip,,,f2aa70f1-8c6a-4968-a3da-4bdb36fbc6a1,white,datetime,Bonne,,01/12/2020,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",e3f3284a-e6fa-4020-9a45-44f31f828deb,domain-ip,,,8ed8b9a2-f95e-47f2-b4ad-1739dd5939f7,white,ip-dst,Bonne,"kill-chain:Command and Control, kill-chain:Delivery",45.179.89.37,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",e3f3284a-e6fa-4020-9a45-44f31f828deb,domain-ip,,,e8aa928b-30cc-4739-aa1d-f78364f618c7,white,domain,Bonne,"kill-chain:Command and Control, kill-chain:Delivery",hanproud.com,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",77ea36fb-8bba-464b-86e3-d245b9881abb,domain-ip,,,690bd55c-c8ea-4c69-aa23-1f664a42ae70,white,datetime,Bonne,,15/02/2021,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",77ea36fb-8bba-464b-86e3-d245b9881abb,domain-ip,,,74c06d8b-3d74-4cfa-b6cc-64b76260adf2,white,datetime,Bonne,,01/05/2021,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",77ea36fb-8bba-464b-86e3-d245b9881abb,domain-ip,,,f0816314-14bf-4349-84cf-272c9ba17443,white,ip-dst,Bonne,"kill-chain:Command and Control, kill-chain:Delivery",139.99.167.177,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",77ea36fb-8bba-464b-86e3-d245b9881abb,domain-ip,,,c1b560f2-4279-40dc-b847-80fc0cf7ef7e,white,domain,Bonne,"kill-chain:Command and Control, kill-chain:Delivery",cbdnewsandreviews.net,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",9df5a183-c151-48ad-aa4c-b7efa7a40163,domain-ip,,,c87fe1af-4133-4a8b-9fc9-a675fcf7c74c,white,datetime,Bonne,,15/02/2021,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",9df5a183-c151-48ad-aa4c-b7efa7a40163,domain-ip,,,7cf827d6-497d-46b2-92c8-2be3404d1bba,white,datetime,Bonne,,25/06/2021,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",9df5a183-c151-48ad-aa4c-b7efa7a40163,domain-ip,,,c436199c-57c8-4c6c-90cd-a1e269801892,white,ip-dst,Bonne,"kill-chain:Command and Control, kill-chain:Delivery",51.38.85.225,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",9df5a183-c151-48ad-aa4c-b7efa7a40163,domain-ip,,,9b485d25-f70a-4cde-b278-3f5d234620ea,white,domain,Bonne,"kill-chain:Command and Control, kill-chain:Delivery",cityloss.com,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",5329cc1e-65ca-4fe7-905c-ba0f82d62b73,domain-ip,,,91c1b8ec-d10d-4461-80ea-808c43137e33,white,datetime,Bonne,,01/03/2021,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",5329cc1e-65ca-4fe7-905c-ba0f82d62b73,domain-ip,,,eed05c91-6968-4916-ab09-9d428d09cda9,white,datetime,Bonne,,10/05/2021,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",5329cc1e-65ca-4fe7-905c-ba0f82d62b73,domain-ip,,,75f0061e-1d2a-42ff-8246-a3d40a0a97e2,white,ip-dst,Bonne,"kill-chain:Command and Control, kill-chain:Delivery",190.183.61.30,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",5329cc1e-65ca-4fe7-905c-ba0f82d62b73,domain-ip,,,d57170cc-9cd1-4ae6-b5e6-9599622aad2e,white,domain,Bonne,"kill-chain:Command and Control, kill-chain:Delivery",businesssalaries.com,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",fdda2a1a-3913-4258-a5df-2b3b5a3e8612,domain-ip,,,df6b4e21-7279-4eaf-b24b-fcc68e61f802,white,datetime,Bonne,,01/03/2021,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",fdda2a1a-3913-4258-a5df-2b3b5a3e8612,domain-ip,,,50a61e15-261d-4c30-8280-e3882782c082,white,datetime,Bonne,,01/04/2021,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",fdda2a1a-3913-4258-a5df-2b3b5a3e8612,domain-ip,,,e7024505-5c9c-4ca7-b706-f93ce8f9892f,white,ip-dst,Bonne,"kill-chain:Command and Control, kill-chain:Delivery",185.243.215.198,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",fdda2a1a-3913-4258-a5df-2b3b5a3e8612,domain-ip,,,ebad7ad4-0c35-4ecd-a45c-1c25e9acc758,white,domain,Bonne,"kill-chain:Command and Control, kill-chain:Delivery",trendignews.com,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",04bb451f-4c0d-470e-b697-dde549b833c5,domain-ip,,,5a9cfce0-c7e2-403e-9226-af0dd29ecc92,white,datetime,Bonne,,01/03/2021,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",04bb451f-4c0d-470e-b697-dde549b833c5,domain-ip,,,f3f12f81-d112-4825-ae12-3ff19431685a,white,datetime,Bonne,,01/09/2021,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",04bb451f-4c0d-470e-b697-dde549b833c5,domain-ip,,,13b29835-5a4c-4cb6-ac34-d45dabd7dbe5,white,ip-dst,Bonne,"kill-chain:Command and Control, kill-chain:Delivery",192.99.221.77,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",04bb451f-4c0d-470e-b697-dde549b833c5,domain-ip,,,293f3c11-2c9d-426f-96ec-119e851da0aa,white,domain,Bonne,"kill-chain:Command and Control, kill-chain:Delivery",worldhomeoutlet.com,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",a29c4b43-221e-4cf8-8f5c-30ea2b1681fc,domain-ip,,,a5a28b82-8fac-4af5-812c-e87c48a72021,white,datetime,Bonne,,01/03/2021,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",a29c4b43-221e-4cf8-8f5c-30ea2b1681fc,domain-ip,,,0a43ca51-bee5-47f8-bbe1-f18478fee1b4,white,datetime,Bonne,,25/04/2021,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",a29c4b43-221e-4cf8-8f5c-30ea2b1681fc,domain-ip,,,5bc978d9-ec4c-4007-9a36-d6c40953a5f7,white,ip-dst,Bonne,"kill-chain:Command and Control, kill-chain:Delivery",37.120.247.135,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",a29c4b43-221e-4cf8-8f5c-30ea2b1681fc,domain-ip,,,f403ffa1-bdbc-4ab4-9aa1-993a43210008,white,domain,Bonne,"kill-chain:Command and Control, kill-chain:Delivery",giftbox4u.com,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",f89ed523-59cb-4401-a433-b46bbe6867c6,domain-ip,,,ffc860ef-c16e-419d-9bcd-eed6981f3beb,white,datetime,Bonne,,25/03/2021,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",f89ed523-59cb-4401-a433-b46bbe6867c6,domain-ip,,,5740e050-cc5a-4632-9ff4-42502270184b,white,datetime,Bonne,,01/07/2021,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",f89ed523-59cb-4401-a433-b46bbe6867c6,domain-ip,,,e177e415-9059-4a3b-9e33-300776e4fcd7,white,ip-dst,Bonne,"kill-chain:Command and Control, kill-chain:Delivery",45.80.148.166,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",f89ed523-59cb-4401-a433-b46bbe6867c6,domain-ip,,,b419e4e1-6321-423f-9fbe-4359a5fe55f3,white,domain,Bonne,"kill-chain:Command and Control, kill-chain:Delivery",myexpertforum.com,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",397c3a84-cd04-43cf-b290-2d65d18e5a41,domain-ip,,,2aa132e5-7ca5-4573-aca1-5b36a2159c05,white,datetime,Bonne,,01/04/2021,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",397c3a84-cd04-43cf-b290-2d65d18e5a41,domain-ip,,,39e2e369-e203-4486-8e9d-2adca3660175,white,datetime,Bonne,,20/05/2021,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",397c3a84-cd04-43cf-b290-2d65d18e5a41,domain-ip,,,2e115bf3-be6e-44a5-b771-a32fd324ca45,white,ip-dst,Bonne,"kill-chain:Command and Control, kill-chain:Delivery",45.135.167.27,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",397c3a84-cd04-43cf-b290-2d65d18e5a41,domain-ip,,,10d2e608-9820-4af2-8029-45eedd7b3353,white,domain,Bonne,"kill-chain:Command and Control, kill-chain:Delivery",doggroomingnews.com,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",a5fc60c2-0ef1-4eaf-bfa8-862e886a6512,domain-ip,,,798cdbf4-ca73-4b67-8caf-17afc036f484,white,datetime,Bonne,,10/04/2021,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",a5fc60c2-0ef1-4eaf-bfa8-862e886a6512,domain-ip,,,29b16ead-28ef-4629-81c4-cbcb7544e5cb,white,datetime,Bonne,,15/09/2021,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",a5fc60c2-0ef1-4eaf-bfa8-862e886a6512,domain-ip,,,b71497f5-297c-4897-a72f-67d24e450db4,white,ip-dst,Bonne,"kill-chain:Command and Control, kill-chain:Delivery",188.68.250.182,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",a5fc60c2-0ef1-4eaf-bfa8-862e886a6512,domain-ip,,,c2c0ac1b-8cfc-407b-a566-bcc48dc5796a,white,domain,Bonne,"kill-chain:Command and Control, kill-chain:Delivery",alifemap.com,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",23a3b255-c0f2-4d5c-aee2-e1dd94d8fcdc,domain-ip,,,0ff95223-50c9-4215-ba43-cde0b08c728f,white,datetime,Bonne,,15/04/2021,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",23a3b255-c0f2-4d5c-aee2-e1dd94d8fcdc,domain-ip,,,57e1fdb5-5169-4228-8be5-96c2e3eb5d3b,white,datetime,Bonne,,25/06/2021,
6181159d-d7e0-422f-b7f5-26cc0abe1822,NON-CLASSIFIEES,white,FALSE,[DZ-CERT] Campagnes d'hameçonnage du mode opératoire d'attaquants Nobelium,Bonne,Infrastructure de Commande et de Contrôle,02/11/2021,,"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne""",23a3b255-c0f2-4d5c-aee2-e1dd94d8fcdc,domain-ip,,,ef750cc0-dcc9-4551-9465-b1193daa7cb1,white,ip-dst,Bonne,"kill-chain:Command and Control, kill-chain:Delivery",54.38.137.218,
